material_id,material_name,barcode,batch_number,current_stock,threshold,unit,weight,transaction_type,quantity,user_id,rack_code,timestamp,rack_capacity,current_rack_quantity,occupancy_percentage,movement_type,source_location,destination_location,quantity_used,day_of_week,week_number,month,year,hour,weekend_flag
71,PINK,PI001,N/A,60,10,,,inward,,,A2,,,,,INWARD,,,0,,,6,2026,18,0
170,CREAM,CR001,N/A,0,100,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,20,0
170,CREAM,CR001,N/A,0,100,,,outward,,,RACK-01,,,,,OUTWARD,,,20,,,6,2026,20,0
184,E2E-TEST-MAT-622758,BAR-1781812622764-2364,E2E-BATCH-622758,120,10,,,inward,,,A5,,,,,INWARD,,,0,,,6,2026,1,0
204,E2E-TEST-MAT-870084,BAR-1781818870128-9058,E2E-BATCH-870084,120,10,,,inward,,,C1,,,,,INWARD,,,0,,,6,2026,3,0
205,E2E-TEST-MAT-894643,BAR-1781818894673-8338,E2E-BATCH-894643,120,10,,,inward,,,C2,,,,,INWARD,,,0,,,6,2026,3,0
206,E2E-TEST-MAT-778713,BAR-1781819778736-2949,E2E-BATCH-778713,120,10,,,inward,,,C3,,,,,INWARD,,,0,,,6,2026,3,0
207,E2E-TEST-MAT-144755,BAR-1781820144774-6320,E2E-BATCH-144755,120,10,,,inward,,,C4,,,,,INWARD,,,0,,,6,2026,3,0
208,E2E-TEST-MAT-465554,BAR-1781820465568-6812,E2E-BATCH-465554,120,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,3,0
209,E2E-TEST-MAT-767023,BAR-1781821767076-6193,E2E-BATCH-767023,40,10,,,inward,,,TP-A1,,,,,INWARD,,,0,,,6,2026,3,0
209,E2E-TEST-MAT-767023,BAR-1781821767076-6193,E2E-BATCH-767023,40,10,,,outward,,,TP-A1,,,,,OUTWARD,,,80,,,6,2026,3,0
214,E2E-TEST-MAT-951574,BAR-1781890951607-6380,E2E-BATCH-951574,40,10,,,inward,,,B2,,,,,INWARD,,,0,,,6,2026,23,0
214,E2E-TEST-MAT-951574,BAR-1781890951607-6380,E2E-BATCH-951574,40,10,,,outward,,,B2,,,,,OUTWARD,,,80,,,6,2026,23,0
219,E2E-TEST-MAT-367684,BAR-1781892367704-3004,E2E-BATCH-367684,40,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,23,0
219,E2E-TEST-MAT-367684,BAR-1781892367704-3004,E2E-BATCH-367684,40,10,,,outward,,,RACK-01,,,,,OUTWARD,,,80,,,6,2026,23,0
223,E2E-TEST-MAT-029734,BAR-1781893029786-8636,E2E-BATCH-029734,40,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,23,0
223,E2E-TEST-MAT-029734,BAR-1781893029786-8636,E2E-BATCH-029734,40,10,,,outward,,,RACK-01,,,,,OUTWARD,,,80,,,6,2026,23,0
235,BLACK,BL002,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,0,1
235,BLACK,BL002,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,9,,,6,2026,0,1
242,DIYA,DI001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,1,1
242,DIYA,DI001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,1000,,,6,2026,1,1
252,maroon,MA001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,22,1
252,maroon,MA001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,50,,,6,2026,22,1
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,22,1
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,22,1
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,6,2026,22,1
279,PINK,PI020,N/A,30,10,,,inward,,,A2,,,,,INWARD,,,0,,,6,2026,23,1
73,PINK,PI003,N/A,90,10,,,inward,,,A2,,,,,INWARD,,,0,,,6,2026,23,1
280,PINK,PI004,N/A,30,10,,,inward,,,A2,,,,,INWARD,,,0,,,6,2026,23,1
73,PINK,PI003,N/A,90,10,,,inward,,,A2,,,,,INWARD,,,0,,,6,2026,23,1
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,6,2026,23,1
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,6,2026,23,1
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,6,2026,23,1
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,7,2026,15,0
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,7,2026,15,0
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,7,2026,22,0
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,7,2026,22,0
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,7,2026,22,0
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,7,2026,22,0
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,7,2026,22,0
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,7,2026,22,0
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,7,2026,23,1
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,7,2026,23,1
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,7,2026,23,1
255,white,WH001,N/A,0,10,,,inward,,,RACK-01,,,,,INWARD,,,0,,,7,2026,23,1
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,7,2026,0,1
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,7,2026,0,1
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,7,2026,0,1
255,white,WH001,N/A,0,10,,,outward,,,RACK-01,,,,,OUTWARD,,,30,,,7,2026,0,1
291,Mehrom,ME004,N/A,102,10,,,inward,,,E1,,,,,INWARD,,,0,,,7,2026,0,1
292,Mehrom,ME002,N/A,51,10,,,inward,,,E1,,,,,INWARD,,,0,,,7,2026,0,1
293,Mehrom,ME003,N/A,51,10,,,inward,,,E1,,,,,INWARD,,,0,,,7,2026,0,1
291,Mehrom,ME004,N/A,102,10,,,inward,,,E1,,,,,INWARD,,,0,,,7,2026,0,1
294,Mehrom,ME005,N/A,51,10,,,inward,,,E1,,,,,INWARD,,,0,,,7,2026,0,1
295,Mehrom,ME006,N/A,102,10,,,inward,,,E1,,,,,INWARD,,,0,,,7,2026,0,1
295,Mehrom,ME006,N/A,102,10,,,inward,,,E1,,,,,INWARD,,,0,,,7,2026,0,1
296,SKIN,SK001,N/A,7000,10,,,inward,,,E2,,,,,INWARD,,,0,,,7,2026,0,1
296,SKIN,SK001,N/A,7000,10,,,inward,,,E2,,,,,INWARD,,,0,,,7,2026,0,1
296,SKIN,SK001,N/A,7000,10,,,inward,,,E2,,,,,INWARD,,,0,,,7,2026,0,1
296,SKIN,SK001,N/A,7000,10,,,inward,,,E2,,,,,INWARD,,,0,,,7,2026,0,1
296,SKIN,SK001,N/A,7000,10,,,inward,,,E2,,,,,INWARD,,,0,,,7,2026,0,1
296,SKIN,SK001,N/A,7000,10,,,inward,,,E2,,,,,INWARD,,,0,,,7,2026,0,1
296,SKIN,SK001,N/A,7000,10,,,inward,,,E2,,,,,INWARD,,,0,,,7,2026,0,1
297,Cherry Red,CR002,N/A,4500,10,,,inward,,,E3,,,,,INWARD,,,0,,,7,2026,1,1
297,Cherry Red,CR002,N/A,4500,10,,,inward,,,E3,,,,,INWARD,,,0,,,7,2026,1,1
297,Cherry Red,CR002,N/A,4500,10,,,inward,,,E3,,,,,INWARD,,,0,,,7,2026,1,1
297,Cherry Red,CR002,N/A,4500,10,,,inward,,,E3,,,,,INWARD,,,0,,,7,2026,1,1
297,Cherry Red,CR002,N/A,4500,10,,,inward,,,E3,,,,,INWARD,,,0,,,7,2026,1,1
297,Cherry Red,CR002,N/A,4500,10,,,inward,,,E3,,,,,INWARD,,,0,,,7,2026,1,1
297,Cherry Red,CR002,N/A,4500,10,,,inward,,,E3,,,,,INWARD,,,0,,,7,2026,1,1
297,Cherry Red,CR002,N/A,4500,10,,,inward,,,E3,,,,,INWARD,,,0,,,7,2026,1,1
297,Cherry Red,CR002,N/A,4500,10,,,inward,,,E3,,,,,INWARD,,,0,,,7,2026,1,1
